id_municipio,nome,sigla_uf,idhm_e,idhm_r,renda_pc,indice_gini,prop_pobreza,taxa_analfabetismo_15_mais,expectativa_anos_estudo,taxa_desocupacao,ideb
2504850,Coxixola,PB,0.567,0.586,306.15,0.48,33.86,21.21,9.41,4.82,2.8
2504900,Cruz do Espírito Santo,PB,0.408,0.531,217.47,0.43,41.99,33.05,8.03,9.13,2.4
2505006,Cubati,PB,0.448,0.545,237.71,0.48,43.48,27.75,9.5,9.53,3.3
2505105,Cuité,PB,0.47,0.574,284.57,0.51,39.34,31.72,9.15,5.1,3.8
2505204,Cuitegi,PB,0.45,0.563,265.78,0.49,39.28,34.36,8.14,14.81,2.9
2505238,Cuité de Mamanguape,PB,0.398,0.529,214.92,0.48,45.65,41.21,7.52,15.72,2.5
2505279,Curral de Cima,PB,0.392,0.528,21.44,0.52,50.03,4.05,8.23,3.87,3.4
2505303,Curral Velho,PB,0.491,0.613,362.28,0.59,37.35,34.92,9.05,12.18,2.8
2505352,Damião,PB,0.391,0.503,182.89,0.49,55.88,39.66,9.35,3.4,3.1
2505402,Desterro,PB,0.49,0.551,247.16,0.54,45.85,25.49,8.96,4.66,3.4
2505501,Vista Serrana,PB,0.424,0.554,251.49,0.47,36.01,25.55,8.88,4.85,2.9
2505600,Diamante,PB,0.496,0.562,264.08,0.55,44.37,3.03,8.74,11.22,2.4
2505709,Dona Inês,PB,0.447,0.524,208.12,0.54,54.57,39.32,9.53,4.54,4
2505808,Duas Estradas,PB,0.488,0.565,269.85,0.51,41.23,30.58,8.76,4.99,2.9
2505907,Emas,PB,0.492,0.554,251.41,0.46,40.16,30.43,10.44,9.16,3
2506004,Esperança,PB,0.526,0.598,330.66,0.54,35.6,26.04,9.52,8.92,3.5
2506103,Fagundes,PB,0.432,0.543,235.02,0.52,45.51,32.24,8.69,4.75,2.5
2506202,Frei Martinho,PB,0.542,0.631,405.38,0.57,29.34,29.96,10.01,3.19,3.3
2506251,Gado Bravo,PB,0.373,0.491,170.29,0.56,58.49,32.83,8.36,4.55,2.8
2506301,Guarabira,PB,0.586,0.641,430.83,0.53,24.23,20.25,9.23,9.12,2.4
2506400,Gurinhém,PB,0.435,0.544,235.88,0.45,40.47,37.77,8.36,5.82,2.5
2506509,Gurjão,PB,0.581,0.576,288.53,0.45,32.13,21.02,10.12,5.3,2.8
2506608,Ibiara,PB,0.479,0.548,242.08,0.53,43.87,37.98,9.26,6.73,3.1
2506707,Imaculada,PB,0.461,0.524,208.83,0.52,47.71,30.75,8.98,3.42,2.8
2506806,Ingá,PB,0.471,0.573,282.85,0.49,34.75,36.42,9.27,8.79,2.8
2506905,Itabaiana,PB,0.536,0.592,319.34,0.5,34.43,27.46,9.15,8.37,2.6
2507002,Itaporanga,PB,0.517,0.607,349.02,0.5,30.81,22.84,9.37,10.66,2.4
2507101,Itapororoca,PB,0.437,0.543,235.44,0.48,42.48,33.62,9.04,10.15,2.9
2507200,Itatuba,PB,0.436,0.549,244.16,0.49,43.44,38.07,8.36,9.53,2.4
2507309,Jacaraú,PB,0.435,0.554,250.76,0.54,45.62,32.93,8.88,7.96,3.4
2507408,Jericó,PB,0.476,0.577,290.17,0.51,33.33,2.88,9.88,8.62,3.3
2507507,João Pessoa,PB,0.693,0.77,964.82,0.62,11.59,8.11,9.87,10.33,3.6
2507606,Juarez Távora,PB,0.465,0.544,236.56,0.48,42.08,35.85,9.04,5.28,2.8
2507705,Juazeirinho,PB,0.435,0.557,255.68,0.51,40.72,26.01,8.62,4.33,2.3
2507804,Junco do Seridó,PB,0.576,0.571,280.15,0.47,33.64,21.71,9.44,7.21,2.7
2507903,Juripiranga,PB,0.448,0.544,23.56,0.53,46.18,34.34,8.67,9.47,2.5
2508000,Juru,PB,0.443,0.552,247.78,0.51,41.84,33.41,8.2,5.2,3.1
2508109,Lagoa,PB,0.448,0.533,219.92,0.45,42.27,33.84,9.06,5.7,3
2508208,Lagoa de Dentro,PB,0.444,0.539,22.88,0.52,46.93,3.19,8.38,10,3.2
2508307,Lagoa Seca,PB,0.516,0.621,380.73,0.54,31.8,21.26,8.53,7.21,3.1
2508406,Lastro,PB,0.38,0.532,219.67,0.44,38.53,31.09,9.74,21.51,2.9
2508505,Livramento,PB,0.473,0.523,207.73,0.5,48.84,23.13,8.7,3.3,3.4
2508554,Logradouro,PB,0.47,0.544,236.33,0.42,38.52,34.11,9.29,4.08,3.4
2508604,Lucena,PB,0.469,0.577,289.29,0.55,42.91,25.32,8.08,10.66,3
2508703,Mãe d'Água,PB,0.429,0.52,202.88,0.5,46.84,3.02,9.09,8.41,2.9
2508802,Malta,PB,0.533,0.62,378.53,0.58,32.54,27.97,9.66,10.5,3.2
2508901,Mamanguape,PB,0.453,0.585,305.46,0.52,37.04,2.79,8.53,13.77,2.7
2509008,Manaíra,PB,0.426,0.537,225.93,0.53,47.91,35.01,8.25,4.73,3.1
2509057,Marcação,PB,0.408,0.525,209.46,0.51,47.34,33.33,7.91,4.81,2.1
2509107,Mari,PB,0.429,0.553,250.22,0.46,38.18,35.54,9,9.74,2.8
2509156,Marizópolis,PB,0.512,0.582,299.15,0.51,34.8,27.07,9.59,9.55,3
2509206,Massaranduba,PB,0.441,0.552,247.98,0.46,36.48,30.75,8.97,6.83,3.1
2509305,Mataraca,PB,0.427,0.533,219.95,0.48,45.29,27.14,8.53,13.13,2.8
2509339,Matinhas,PB,0.4,0.531,21.76,0.44,43.67,31.61,8.34,4.22,3.5
2509396,Maturéia,PB,0.474,0.54,230.63,0.51,45.01,28.13,9.51,6.01,3.3
2509404,Mogeiro,PB,0.481,0.538,227.05,0.5,44.98,32.28,8.7,11.12,3
2509503,Montadas,PB,0.505,0.545,238.17,0.47,39.35,25.28,9.04,3.17,3
2509602,Monte Horebe,PB,0.463,0.579,292.96,0.54,40.78,29.46,8.01,7.25,3.1
2509701,Monteiro,PB,0.558,0.625,392.05,0.57,31.19,27.38,9.7,4.89,3.4
2509909,Natuba,PB,0.432,0.516,198.68,0.54,54.86,38.93,9.18,4.64,2.9
2510006,Nazarezinho,PB,0.449,0.528,213.53,0.52,48.25,3.15,8.92,5.65,3.1
2510105,Nova Floresta,PB,0.498,0.576,287.45,0.51,40.01,28.62,9.57,5.78,3.1
2510204,Nova Olinda,PB,0.453,0.557,255.69,0.52,41.01,31.75,7.99,10.57,3.1
2510402,Olho d'Água,PB,0.452,0.533,220.96,0.55,48.89,33.58,9.39,6.18,2.7
2510501,Olivedos,PB,0.54,0.531,217.32,0.49,48.31,19.37,8.32,11.53,2.6
2510600,Ouro Velho,PB,0.518,0.585,305.23,0.47,33.36,22.91,6.98,5.45,3.2
2510709,Passagem,PB,0.534,0.566,270.29,0.51,38.25,29.23,10.74,9.3,3.6
2510808,Patos,PB,0.628,0.667,508.52,0.56,18.86,18.42,10.14,8.89,3.1
2510907,Paulista,PB,0.461,0.587,308.48,0.49,33.87,3.22,9.25,3.97,4
2511004,Pedra Branca,PB,0.532,0.532,219.29,0.5,45.9,25.55,9.34,19.93,2.9
2511103,Pedra Lavrada,PB,0.458,0.564,267.79,0.49,38.47,27.76,9.31,5.71,3.8
2511202,Pedras de Fogo,PB,0.468,0.568,273.39,0.53,41.27,30.27,9.32,9.97,2.8
2511301,Piancó,PB,0.55,0.593,321.21,0.53,35,29.26,9.39,8.95,2.5
2511400,Picuí,PB,0.506,0.596,326.53,0.53,33.95,24.66,8.98,6.03,4
2511509,Pilar,PB,0.461,0.544,236.08,0.49,41.05,31.64,9.36,9.44,2.7
2511608,Pilões,PB,0.409,0.559,2.59,0.59,46.12,36.17,7.94,6.92,3.2
2511707,Pilõezinhos,PB,0.421,0.532,218.98,0.43,40.66,33.23,7.79,3.5,2.8
2511806,Pirpirituba,PB,0.499,0.566,270.98,0.52,39.96,2.99,8.54,9.86,3.2
2511905,Pitimbu,PB,0.456,0.538,227.76,0.51,47.7,27.59,8.99,7.09,2.8
2512002,Pocinhos,PB,0.477,0.556,253.75,0.46,38.75,25.15,9.1,8.62,2.8
2512036,Poço Dantas,PB,0.408,0.506,186.82,0.49,50.83,36.46,9.02,2.29,3.2
2512077,Poço de José de Moura,PB,0.497,0.578,291.18,0.45,32.12,27.03,9.26,4.74,3.6
2512101,Pombal,PB,0.515,0.629,40.16,0.54,26.6,26.08,9.03,7.87,3.7
2512200,Prata,PB,0.514,0.566,271.47,0.44,33.64,23.49,10.04,6.97,3.7
2512309,Princesa Isabel,PB,0.514,0.6,334.74,0.47,25.97,25.33,9.55,6.51,3.3
2512408,Puxinanã,PB,0.542,0.574,283.93,0.45,33.32,21.59,10.24,4.61,3.1
2512507,Queimadas,PB,0.489,0.578,29.25,0.46,31.78,22.56,8.95,8.11,2.9
2512606,Quixabá,PB,0.579,0.564,267.39,0.46,34.31,26.24,10.48,13.83,3.6
2512705,Remígio,PB,0.474,0.592,319.14,0.55,38.78,3.07,9.31,6.31,3.2
2512721,Pedro Régis,PB,0.399,0.529,215.39,0.51,48.88,42.86,8.95,5.21,3.1
2512747,Riachão,PB,0.481,0.515,197.04,0.49,47.37,31.48,9.66,3.4,3.1
2512762,Riachão do Poço,PB,0.426,0.537,225.44,0.49,43.06,33.63,9.14,4.49,3.1
2512804,Riacho dos Cavalos,PB,0.447,0.546,239.15,0.44,37.61,32.64,7.89,4.51,2.5
2512903,Rio Tinto,PB,0.48,0.562,26.45,0.5,40.28,26.56,8.68,11.46,2.9
2513000,Salgadinho,PB,0.454,0.531,217.39,0.46,42.28,33.02,9.16,5.76,2.8
2513109,Salgado de São Félix,PB,0.448,0.531,217.45,0.5,45.74,36.87,8.25,7.88,2.8
2513158,Santa Cecília,PB,0.402,0.515,197.49,0.48,50.59,35.61,8.49,1.56,3.1
2513208,Santa Cruz,PB,0.523,0.578,291.16,0.46,30.87,28.18,10.42,4.28,3.1
2513307,Santa Helena,PB,0.504,0.57,277.52,0.5,36.89,26.11,10.11,14.11,3.7
2513356,Santa Inês,PB,0.492,0.54,229.72,0.55,48.87,32.15,9.12,14.18,2.9
2513406,Santa Luzia,PB,0.635,0.62,37.93,0.51,28.12,20.02,9.78,7.86,3.5
2513505,Santana de Mangueira,PB,0.414,0.488,166.28,0.54,58.22,36.29,7.85,6.64,3.9
2513604,Santana dos Garrotes,PB,0.479,0.568,274.26,0.48,36.73,35.17,9.4,6.96,2.7
2513653,Joca Claudino,PB,0.568,0.553,249.67,0.44,34.96,35.85,10.45,2.24,3.2
2513703,Santa Rita,PB,0.534,0.597,328.16,0.46,26.14,20.61,8.95,11.76,2.8
2513802,Santa Teresinha,PB,0.513,0.586,306.95,0.59,37.24,27.14,10.14,6.8,4.1
2513851,Santo André,PB,0.476,0.568,273.72,0.47,32.13,27.15,9.35,4.65,3.5
2513901,São Bento,PB,0.424,0.597,328.99,0.47,28.67,33.59,8.32,2.95,3.4
2513927,São Bentinho,PB,0.491,0.575,286.99,0.46,36.03,3.28,9.52,6.67,4.4
2513943,São Domingos do Cariri,PB,0.438,0.603,341.56,0.47,28.06,23.81,8.52,5.22,3.8
2513968,São Domingos,PB,0.394,0.555,253.36,0.46,34.76,38.55,8.93,5.83,3.4
2513984,São Francisco,PB,0.481,0.56,261.15,0.45,34.4,31.46,10.02,5.05,3.5
2514008,São João do Cariri,PB,0.488,0.618,373.55,0.53,28.35,18.73,9.17,5.71,3.3
2514107,São João do Tigre,PB,0.424,0.523,207.42,0.51,48.97,35.78,7.27,2.47,3.8
2514206,São José da Lagoa Tapada,PB,0.389,0.53,216.66,0.49,43.46,42.35,8.14,5.36,3.3
2514305,São José de Caiana,PB,0.434,0.545,238.28,0.44,39,32.19,7.87,3.38,3.1
2514453,São José dos Ramos,PB,0.406,0.527,212.12,0.51,46.85,38.36,8.61,5,3.1
2514503,São José de Piranhas,PB,0.461,0.594,321.53,0.5,32.25,25.03,9.19,7.05,2.6
2514552,São José de Princesa,PB,0.443,0.533,221.16,0.45,37.83,3.11,8.23,5.01,3.2
2514602,São José do Bonfim,PB,0.493,0.549,244.14,0.48,40.09,26.58,9.34,6.88,2.8
2514651,São José do Brejo do Cruz,PB,0.473,0.535,223.11,0.46,45.47,27.92,8.32,15.89,3.6
2514701,São José do Sabugi,PB,0.514,0.584,302.36,0.43,28.25,27.22,10.2,3.06,3.7
2514800,São José dos Cordeiros,PB,0.407,0.542,233.71,0.49,43.76,22.64,9.24,4.11,3.2
2514909,São Mamede,PB,0.558,0.617,371.01,0.52,29.02,24.75,9.4,6.45,3.8
2515005,São Miguel de Taipu,PB,0.443,0.516,198.63,0.49,49.99,40.92,8.86,3.06,3
2515104,São Sebastião de Lagoa de Roça,PB,0.471,0.561,262.87,0.48,40.51,26.02,9.07,7.06,3.7
2515203,São Sebastião do Umbuzeiro,PB,0.459,0.561,263.04,0.46,39.48,25.13,9.81,7.83,3.1
2515302,Sapé,PB,0.461,0.563,266.29,0.5,36.79,3.08,8.62,13.37,2.6
2515401,São Vicente do Seridó,PB,0.453,0.528,214.38,0.47,45.71,22.86,8.69,6.62,2.9
2515500,Serra Branca,PB,0.537,0.598,330.05,0.48,29.43,19.85,9.91,6.77,3.2
2515609,Serra da Raiz,PB,0.544,0.57,278.22,0.5,34.68,31.81,9.44,7.93,2.7
2515708,Serra Grande,PB,0.491,0.549,244.05,0.47,36.51,30.81,9.06,5.63,3.4
2515807,Serra Redonda,PB,0.424,0.565,268.53,0.48,38.17,3.19,8.72,5.25,2.1
2515906,Serraria,PB,0.392,0.536,22.42,0.5,47.72,4.12,7.87,5.16,2.4
2515930,Sertãozinho,PB,0.561,0.554,252.11,0.46,38.87,28.43,10.83,4.7,2.8
2515971,Sobrado,PB,0.477,0.525,210.08,0.49,44.39,3.33,9.43,7.5,2.8
2516003,Solânea,PB,0.468,0.592,318.38,0.56,40.38,31.21,8.89,7.51,3
2516102,Soledade,PB,0.506,0.598,330.05,0.51,32.04,20.08,9.88,5.61,2.5
2516201,Sousa,PB,0.567,0.645,443.81,0.54,24.19,22.53,9.71,10.1,3.1
2516300,Sumé,PB,0.534,0.602,339.68,0.5,30.91,25.49,9.64,8.5,2.5
2516409,Tacima,PB,0.45,0.513,195.07,0.49,49.73,30.76,8.56,10.57,2.8
2516508,Taperoá,PB,0.456,0.564,267.88,0.48,37.33,28.22,8.14,7.91,3.1
2516607,Tavares,PB,0.462,0.56,260.75,0.52,41.15,30.95,8.79,6.58,3.3
2516706,Teixeira,PB,0.527,0.566,271.44,0.55,45.28,23.97,8.87,6.27,3.5
2516755,Tenório,PB,0.49,0.565,269.63,0.43,28.42,29.09,8.16,6.57,2.7
2516805,Triunfo,PB,0.501,0.578,292.24,0.49,33.88,28.54,8.65,7.92,3.2
2516904,Uiraúna,PB,0.528,0.612,361.37,0.54,28.46,26.73,9.48,6.44,2.8
2517001,Umbuzeiro,PB,0.514,0.545,237.25,0.54,47.97,35.17,9.56,3.78,3.5
2517209,Vieirópolis,PB,0.455,0.537,226.49,0.45,39.28,37.93,9.56,9.47,3.5
2517407,Zabelê,PB,0.587,0.567,272.94,0.43,32.71,22.99,10.77,7.7,4
2600054,Abreu e Lima,PE,0.632,0.625,39.04,0.45,20.2,10.15,10.01,18.63,2.9
2600104,Afogados da Ingazeira,PE,0.565,0.623,386.56,0.56,31.66,23.12,9.67,8.2,3.7
2600203,Afrânio,PE,0.493,0.542,233.59,0.53,46.77,25.78,10.09,6.98,2.9
2600302,Agrestina,PE,0.47,0.581,297.02,0.48,33.9,32.35,8.78,7.52,3.4
2600401,Água Preta,PE,0.432,0.514,195.47,0.49,48.36,30.66,8.8,21.87,2.6
2600500,Águas Belas,PE,0.385,0.546,23.93,0.58,50.88,40.23,7.51,6.79,3.3
2600609,Alagoinha,PE,0.472,0.569,27.55,0.49,37.1,26.62,8.29,5.69,3.6
2600708,Aliança,PE,0.488,0.565,269.86,0.49,35.28,27.22,8.48,17.66,2.7
2600807,Altinho,PE,0.482,0.559,259.21,0.51,42.07,34.63,9.98,4.67,2.9
2600906,Amaraji,PE,0.454,0.575,286.59,0.5,37,30.92,8.9,10.92,2.6
2601003,Angelim,PE,0.448,0.555,253.26,0.58,48.55,3.34,8.57,4.4,3.7
2601052,Araçoiaba,PE,0.498,0.544,23.61,0.45,36.6,24.04,9.16,23.61,3.3
2601102,Araripina,PE,0.467,0.595,324.01,0.56,37.84,25.33,8.39,5.85,3.6
2601201,Arcoverde,PE,0.567,0.654,469.53,0.58,28.8,17.57,9.28,11.26,3.7
2601300,Barra de Guabiraba,PE,0.474,0.558,25.74,0.51,41.45,34.84,8.87,8.5,3
2601409,Barreiros,PE,0.491,0.561,26.32,0.54,42.13,23.56,8.09,18.04,2.6
2601508,Belém de Maria,PE,0.479,0.537,226.82,0.47,47.98,32.49,10.33,9.25,3.5
2601607,Belém do São Francisco,PE,0.553,0.611,357.77,0.63,40.02,21.71,9.36,7.78,4
2601706,Belo Jardim,PE,0.514,0.617,372.93,0.51,27.81,24.82,8.73,9.89,3.2
2601805,Betânia,PE,0.441,0.533,220.19,0.55,49.63,32.98,8.78,4.08,2.9
2601904,Bezerros,PE,0.487,0.608,351.75,0.52,30.07,28.12,8.86,9.39,3.8
2602001,Bodocó,PE,0.445,0.543,234.36,0.55,49.61,29.91,8.97,6.23,3
2602100,Bom Conselho,PE,0.433,0.585,305.57,0.62,48.42,34.05,8.47,7.99,3.1
2602209,Bom Jardim,PE,0.515,0.552,248.98,0.48,39.36,30.14,9.55,5.56,3.2
2602308,Bonito,PE,0.42,0.559,258.52,0.55,44.81,3.16,8.19,11.92,3.4
2602407,Brejão,PE,0.417,0.54,230.85,0.49,44.83,31.86,8.28,8.6,3.3
2602506,Brejinho,PE,0.493,0.563,266.21,0.49,37.49,25.37,9.6,6.98,2.9
2602605,Brejo da Madre de Deus,PE,0.417,0.581,29.67,0.47,31.16,32.31,7.98,5.67,2.7
2602704,Buenos Aires,PE,0.481,0.556,254.03,0.45,36.4,28.11,8.92,11.02,2.9
2602803,Buíque,PE,0.395,0.497,176.76,0.57,62.2,40.18,7.95,7.43,3.2
2602902,Cabo de Santo Agostinho,PE,0.609,0.654,467.07,0.53,19.71,13,9.33,17.27,3.1
2603009,Cabrobó,PE,0.539,0.581,298.14,0.58,43.43,23.71,9.38,10.35,3.7
2603108,Cachoeirinha,PE,0.439,0.587,308.18,0.48,33.67,32.13,8.62,6.25,3
2603207,Caetés,PE,0.392,0.497,176.77,0.6,59.51,38.63,8.29,3.47,3
2603306,Calçado,PE,0.468,0.529,215.47,0.53,51.63,32.38,9.83,1.8,3
2603405,Calumbi,PE,0.46,0.567,272.66,0.54,40.42,3.26,9.9,10.24,3.3
2603454,Camaragibe,PE,0.628,0.656,473.78,0.51,16.91,10.79,9.82,15.57,3.3
2603504,Camocim de São Félix,PE,0.472,0.585,305.53,0.53,38.93,31.95,8.68,10.33,3.8
2603603,Camutanga,PE,0.514,0.57,278.04,0.48,34.99,26.87,9.29,12.46,2.9
2603702,Canhotinho,PE,0.403,0.543,234.75,0.52,49.04,36.31,7.84,5.99,4.1
2603801,Capoeiras,PE,0.419,0.529,215.71,0.5,45.24,31.88,9.56,3.42,2.9
2603900,Carnaíba,PE,0.505,0.54,229.87,0.53,45.99,27.07,9.41,6.05,4.4
2603926,Carnaubeira da Penha,PE,0.508,0.491,170.02,0.56,62.04,27.46,8.65,8.11,3.7
2604007,Carpina,PE,0.619,0.63,403.76,0.5,23.54,16.09,9.59,12.45,3.4
2604106,Caruaru,PE,0.569,0.681,553.99,0.53,16.31,15.58,8.89,7.33,3.2
2604155,Casinhas,PE,0.489,0.518,200.83,0.45,44.08,31.43,9.08,9.08,3.1
2604205,Catende,PE,0.515,0.578,292.74,0.54,40.34,26.79,8.87,16.63,3.5
2604304,Cedro,PE,0.573,0.565,269.64,0.56,44.63,22.32,9.81,6.55,3.3
2604403,Chã de Alegria,PE,0.529,0.546,239.04,0.44,36.63,24.69,9.18,18.63,2.6
2604502,Chã Grande,PE,0.443,0.603,341.34,0.55,36.09,3.08,8.92,8.59,2.7
2604601,Condado,PE,0.527,0.581,297.68,0.53,36.09,27.23,9.06,15.63,2.5
2604700,Correntes,PE,0.385,0.551,24.72,0.52,45.52,32.51,8.33,4.93,2.3
2604809,Cortês,PE,0.478,0.541,232.22,0.47,42.14,28.89,9.29,7.05,2.9
2604908,Cumaru,PE,0.47,0.553,249.32,0.5,40.11,32.07,9.19,7.25,2.9
2605004,Cupira,PE,0.453,0.601,336.81,0.49,29.9,30.69,9.02,6.07,3.5
2605103,Custódia,PE,0.489,0.607,3.5,0.53,30.61,27.21,8.92,7.47,3.5
2605152,Dormentes,PE,0.495,0.558,257.72,0.47,37.74,26.22,8.59,3.32,4.2
2605202,Escada,PE,0.543,0.594,322.46,0.46,25.31,2.17,8.84,17.11,3.1
2605301,Exu,PE,0.454,0.543,234.83,0.57,52.25,25.22,8.66,7.86,3.7
2605400,Feira Nova,PE,0.46,0.581,29.65,0.48,33.53,29.32,9.44,8.85,3.5
2605459,Fernando de Noronha,PE,0.748,0.781,1034.14,0.46,2.2,5.01,10.76,2.94,4.6
2605509,Ferreiros,PE,0.519,0.589,311.83,0.5,30.13,28.44,9.44,11.4,3.3
2605608,Flores,PE,0.423,0.544,236.31,0.5,42.68,32.94,8.82,5.25,3.4
2605707,Floresta,PE,0.538,0.588,310.39,0.52,35.02,1.84,9.02,8.21,3.8
2605806,Frei Miguelinho,PE,0.438,0.575,286.08,0.46,33.96,31.52,8.48,4.24,3.8
2605905,Gameleira,PE,0.532,0.541,23.15,0.46,41.67,26.69,9.24,13.43,3
2606002,Garanhuns,PE,0.556,0.662,492.44,0.59,26.72,17.57,9.26,11.59,3.5
2606101,Glória do Goitá,PE,0.506,0.57,278.33,0.52,40.22,29.98,9.12,7.21,2.9
2606200,Goiana,PE,0.576,0.614,364.77,0.54,30.42,18.56,9.86,15.69,2.5
2606309,Granito,PE,0.502,0.543,23.49,0.54,48.35,27.12,8.73,3.53,3.8
2606408,Gravatá,PE,0.51,0.63,402.96,0.53,25.1,22.27,8.69,10.71,3.3
2606507,Iati,PE,0.369,0.518,200.95,0.55,52.28,39.37,7.86,4.77,2.6
2606606,Ibimirim,PE,0.446,0.533,220.98,0.51,47.87,31.97,8.53,7.32,3.3
2606705,Ibirajuba,PE,0.476,0.545,238.23,0.47,41.7,35.41,9.87,1.81,3
2606804,Igarassu,PE,0.606,0.622,38.41,0.48,20.9,1.42,9.92,17.43,2.7
2606903,Iguaraci,PE,0.48,0.58,295.88,0.54,43.66,28.45,8.1,8.37,3.3
2607000,Inajá,PE,0.4,0.503,182.73,0.6,63.21,35.98,6.93,8.39,2.9
2607109,Ingazeira,PE,0.51,0.575,286.41,0.53,39.35,26.87,8.98,7.17,3.4
2607208,Ipojuca,PE,0.499,0.613,362.68,0.5,27.22,20.64,8.65,14.91,2.9
2607307,Ipubi,PE,0.433,0.541,231.47,0.53,47.4,30.23,8.56,9.91,3.5
2607406,Itacuruba,PE,0.523,0.567,271.71,0.46,31.69,21.56,9.42,18.05,2.9
2607505,Itaíba,PE,0.364,0.531,218.32,0.51,49.22,39.73,7.84,4.15,2
2607604,Ilha de Itamaracá,PE,0.548,0.627,394.85,0.6,35.54,15.34,9.24,14.88,3.1
2607653,Itambé,PE,0.463,0.566,2.71,0.5,38.89,3.05,8.81,15.07,2.8
2607703,Itapetim,PE,0.494,0.598,331.14,0.55,36.76,25.63,9.13,5.71,3.3
2607752,Itapissuma,PE,0.564,0.589,312.47,0.54,33.57,18.53,10.23,12.79,2.9
2607802,Itaquitinga,PE,0.509,0.554,251.09,0.45,35.61,27.72,9.67,16.64,2.9
2607901,Jaboatão dos Guararapes,PE,0.642,0.692,59.39,0.58,17.61,9.13,9.25,14.1,3.1
2607950,Jaqueira,PE,0.454,0.557,256.76,0.59,48.84,32.67,8.91,18.1,3.1
2608008,Jataúba,PE,0.381,0.549,244.26,0.49,41.76,34.29,8.14,4.52,2.8
2608057,Jatobá,PE,0.573,0.604,342.33,0.57,38.48,22.63,9.47,10.6,4
2608107,João Alfredo,PE,0.466,0.569,276.15,0.49,37.34,3.57,9.09,5.89,3.9
2608206,Joaquim Nabuco,PE,0.449,0.561,263.01,0.48,36.26,29.65,8.9,14.86,3.1
2608255,Jucati,PE,0.451,0.541,232.08,0.5,44.61,32.67,9.57,1.45,3.3
2608305,Jupi,PE,0.487,0.56,260.42,0.5,41.93,32.19,9.33,2.99,3.6
2608404,Jurema,PE,0.372,0.522,206.22,0.51,48.57,37.95,8.89,4.23,4.1
2608453,Lagoa do Carro,PE,0.505,0.566,271.36,0.45,32.8,23.66,9.67,8.08,3.2
2608503,Lagoa de Itaenga,PE,0.509,0.555,25.28,0.45,37.41,26.86,9.84,11.27,2.6
2608602,Lagoa do Ouro,PE,0.369,0.536,224.13,0.51,48.01,40.14,7.15,7.74,3
2608701,Lagoa dos Gatos,PE,0.416,0.555,25.34,0.5,41.7,39.05,8.8,6.2,3.1
2608750,Lagoa Grande,PE,0.52,0.581,296.99,0.52,32.76,24.43,9.12,12.21,2.9
2608800,Lajedo,PE,0.503,0.599,333.52,0.5,33.28,26.23,9.77,5.93,2.9
2608909,Limoeiro,PE,0.583,0.628,398.37,0.51,24.77,20,9.9,9.7,3.6
2609006,Macaparana,PE,0.508,0.571,278.93,0.51,38.14,31.59,9.28,11.01,3.1
2609105,Machados,PE,0.466,0.541,231.75,0.48,42.83,29.35,8.49,8.17,2.9
2609154,Manari,PE,0.354,0.477,155.49,0.54,60.91,39.85,7.8,5.16,2.5
2609204,Maraial,PE,0.403,0.541,232.31,0.54,49.51,35.09,8.72,10.34,2.9
2609303,Mirandiba,PE,0.525,0.512,193.86,0.58,58.12,23.67,8.97,8.7,3.6
2609402,Moreno,PE,0.564,0.61,35.67,0.53,30.11,16.83,9.2,19.1,2.8
2609501,Nazaré da Mata,PE,0.604,0.608,351.46,0.49,26.63,1.92,9.58,13.13,3.3
2609600,Olinda,PE,0.675,0.704,640.13,0.55,15.18,7.03,9.63,13.66,2.8
2609709,Orobó,PE,0.528,0.545,237.64,0.52,42.83,29.41,9.95,6.61,3.5
2609808,Orocó,PE,0.553,0.536,224.41,0.51,49.17,23.97,10.18,5.6,3.5
2609907,Ouricuri,PE,0.419,0.578,291.75,0.6,43.46,28.77,7.86,9.28,3.4
2610004,Palmares,PE,0.55,0.588,311.09,0.49,32.14,21.46,8.79,16.89,3
2610103,Palmeirina,PE,0.438,0.554,251.44,0.51,47.29,33.07,8.17,15.67,2.9
2610202,Panelas,PE,0.433,0.546,238.61,0.56,49.52,38,9.45,6.12,3.6
2610301,Paranatama,PE,0.418,0.528,213.74,0.55,49.1,37.07,8.16,2.88,3.4
2610400,Parnamirim,PE,0.499,0.556,255.27,0.59,49.35,2.48,9.5,10.02,4.1
2610509,Passira,PE,0.487,0.559,259.04,0.5,40.63,32.15,9.44,9.84,3.3
2610608,Paudalho,PE,0.545,0.612,360.06,0.56,30.92,21.18,9.37,15.33,3.2
2610707,Paulista,PE,0.703,0.673,528.04,0.49,14.83,6.13,9.83,15.05,3.2
2610806,Pedra,PE,0.445,0.55,244.48,0.53,46.49,32.98,7.87,8.01,3.6
2610905,Pesqueira,PE,0.506,0.597,329.16,0.56,39.31,25.33,8.97,8.06,3.3
2611002,Petrolândia,PE,0.531,0.604,344.04,0.55,34.12,18.15,8.61,11.69,3.9
2611101,Petrolina,PE,0.611,0.695,605.06,0.62,19.61,12.04,9.25,10.86,3.7
2611200,Poção,PE,0.402,0.542,233.91,0.54,48.44,33.96,8.34,2.55,3.1
2611309,Pombos,PE,0.463,0.584,302.97,0.48,35.01,28.73,9.49,10.37,2.2
2611408,Primavera,PE,0.444,0.572,281.27,0.44,32.41,28.18,8.15,11.48,2.1
