id_municipio,nome,sigla_uf,idhm_e,idhm_r,renda_pc,indice_gini,prop_pobreza,taxa_analfabetismo_15_mais,expectativa_anos_estudo,taxa_desocupacao,ideb
2100055,Açailândia,MA,0.602,0.643,438.56,0.56,25.17,17.69,9.34,11.69,3.8
2100105,Afonso Cunha,MA,0.434,0.471,149.78,0.59,66.8,34.64,8.62,13.3,2.9
2100154,Água Doce do Maranhão,MA,0.363,0.494,172.55,0.59,59.52,36.03,8.07,6.93,3.9
2100204,Alcântara,MA,0.475,0.525,209.27,0.59,54.48,22.44,8.21,7.82,3.4
2100303,Aldeias Altas,MA,0.374,0.5,179.92,0.59,60.07,37.68,6.68,11.18,2.9
2100402,Altamira do Maranhão,MA,0.473,0.486,164.24,0.52,55.51,32.98,8.75,7.17,3
2100436,Alto Alegre do Maranhão,MA,0.444,0.516,198.43,0.51,50.64,29.28,8.64,12.05,3.1
2100477,Alto Alegre do Pindaré,MA,0.483,0.465,144.91,0.57,64.61,32.25,9.8,10.25,3.7
2100501,Alto Parnaíba,MA,0.474,0.683,559.61,0.78,43.32,21.22,9.58,14.27,3.4
2100550,Amapá do Maranhão,MA,0.406,0.503,182.63,0.57,58.52,33.27,8.36,9.66,2.8
2100600,Amarante do Maranhão,MA,0.441,0.541,231.79,0.59,50,28.41,8.21,5.86,3
2100709,Anajatuba,MA,0.492,0.523,207.65,0.6,55.32,27.31,9.18,9.21,2.9
2100808,Anapurus,MA,0.502,0.511,19.28,0.54,54.45,2.99,10.1,7.87,3.3
2100832,Apicum-Açu,MA,0.483,0.529,215.17,0.52,51.98,18.69,9.68,3.04,3.2
2100873,Araguanã,MA,0.444,0.483,161.57,0.52,60.27,28.15,9.47,6.03,3
2100907,Araioses,MA,0.402,0.497,175.81,0.59,57.65,3.37,8.91,8.13,3
2100956,Arame,MA,0.365,0.525,210.09,0.72,64.91,33.02,6.87,8.31,3.4
2101004,Arari,MA,0.546,0.587,308.83,0.57,38.56,22.02,9.4,7.04,3.5
2101103,Axixá,MA,0.634,0.535,223.51,0.54,49.2,16.37,9.61,5.89,3.4
2101202,Bacabal,MA,0.591,0.619,375.57,0.55,29.79,2.14,9.79,8.47,3.4
2101251,Bacabeira,MA,0.58,0.558,25.74,0.54,41.72,1.83,9.44,10.48,3.3
2101301,Bacuri,MA,0.484,0.54,230.45,0.58,50.78,23.66,10.52,7.3,2.4
2101350,Bacurituba,MA,0.479,0.474,152.38,0.55,61.9,2.39,10.41,8.13,3.5
2101400,Balsas,MA,0.597,0.674,53.16,0.58,21.22,12.92,9.55,7.32,3.2
2101509,Barão de Grajaú,MA,0.484,0.578,292.55,0.52,37.68,2.27,8.82,8.01,4.1
2101608,Barra do Corda,MA,0.498,0.585,305.61,0.62,44.97,27.71,8.95,7.84,3.4
2101707,Barreirinhas,MA,0.479,0.515,197.08,0.61,55.65,25.37,9.11,7.11,3.2
2101731,Belágua,MA,0.455,0.417,107.14,0.63,74.85,3.92,8.06,5.29,3
2101772,Bela Vista do Maranhão,MA,0.45,0.515,197.65,0.5,51.65,29.44,9.23,8.75,3.4
2101905,Bequimão,MA,0.561,0.51,190.84,0.55,52.52,24.22,8.61,7.22,3.5
2101939,Bernardo do Mearim,MA,0.547,0.544,236.18,0.47,39.67,26.78,10.84,4.2,4.6
2101970,Boa Vista do Gurupi,MA,0.461,0.515,196.78,0.52,54.35,23.74,9.38,6.88,2.6
2102002,Bom Jardim,MA,0.4,0.519,202.28,0.58,54.28,31.79,8.41,5.09,3.4
2102036,Bom Jesus das Selvas,MA,0.431,0.537,226.09,0.62,51.02,27.35,8.22,15.69,3.5
2102077,Bom Lugar,MA,0.493,0.486,164.44,0.49,56.36,32.11,8.96,24.06,2.9
2102101,Brejo,MA,0.454,0.517,200.25,0.64,59.4,29.92,8.53,7.25,3.1
2102200,Buriti,MA,0.48,0.479,157.21,0.63,65.31,30.27,10.14,7.01,3.1
2102309,Buriti Bravo,MA,0.506,0.539,229.21,0.55,46.58,30.42,9.04,6.65,4.2
2102325,Buriticupu,MA,0.455,0.533,220.64,0.6,54.68,2.69,8.72,9.71,3.3
2102358,Buritirana,MA,0.505,0.54,230.11,0.5,45.3,28.45,10.27,5.39,3
2102374,Cachoeira Grande,MA,0.476,0.422,110.65,0.57,73.88,30.41,8.74,5.78,2.8
2102408,Cajapió,MA,0.505,0.466,145.01,0.57,64.11,25.58,9.02,9.74,2.8
2102507,Cajari,MA,0.421,0.456,136.39,0.63,68.86,21.74,7.61,4.02,3.4
2102556,Campestre do Maranhão,MA,0.586,0.611,3.58,0.48,21.72,21.26,9.91,9.75,3
2102606,Cândido Mendes,MA,0.456,0.52,203.94,0.58,56.3,2.14,8.83,4.11,3.3
2102705,Cantanhede,MA,0.468,0.497,176.61,0.6,62.19,28.86,8.83,12.52,2.6
2102754,Capinzal do Norte,MA,0.43,0.517,200.15,0.57,54.55,32.19,8.35,4.63,3.2
2102804,Carolina,MA,0.529,0.6,334.51,0.55,34.22,15.13,8.76,5.78,3.4
2102903,Carutapera,MA,0.476,0.533,220.91,0.54,52,19.64,9.72,7.93,3.3
2103000,Caxias,MA,0.543,0.595,32.49,0.55,35.21,25.75,9.66,7.94,3.5
2103109,Cedral,MA,0.57,0.52,202.86,0.56,57.46,17.14,9.22,6.05,4.2
2103125,Central do Maranhão,MA,0.557,0.503,182.77,0.54,56.09,26.73,9.52,4.01,3.2
2103158,Centro do Guilherme,MA,0.442,0.51,190.58,0.56,51.92,2.88,8.19,4.75,2.4
2103174,Centro Novo do Maranhão,MA,0.382,0.508,188.88,0.56,53.65,25.34,7.66,10.88,3.3
2103208,Chapadinha,MA,0.517,0.554,251.75,0.59,48.38,25.42,8.72,8.09,3.3
2103257,Cidelândia,MA,0.529,0.562,263.53,0.47,36.27,24.29,9.67,5.89,3.5
2103307,Codó,MA,0.492,0.568,273.45,0.57,44.04,30.47,8.88,8.59,3.2
2103406,Coelho Neto,MA,0.454,0.544,236.47,0.54,47.3,28.95,8.28,11.11,3.4
2103505,Colinas,MA,0.524,0.571,279.81,0.63,48.71,29.83,9.2,6.84,2.9
2103554,Conceição do Lago-Açu,MA,0.37,0.492,170.79,0.51,58.58,34.88,8.15,2.36,3
2103604,Coroatá,MA,0.475,0.545,23.73,0.58,49.57,3.22,9.35,8.85,3.6
2103703,Cururupu,MA,0.525,0.568,274.39,0.58,44.54,17.41,10.08,6.2,3.5
2103752,Davinópolis,MA,0.535,0.561,263.12,0.45,34.77,25.01,9.61,6.77,3.6
2103802,Dom Pedro,MA,0.545,0.582,298.33,0.48,33.56,24.23,8.9,6.6,3.9
2103901,Duque Bacelar,MA,0.451,0.485,163.87,0.6,63.58,31.97,8.82,6.88,3.6
2104008,Esperantinópolis,MA,0.503,0.561,262.41,0.59,46.89,30.88,9.82,16.32,3.6
2104057,Estreito,MA,0.536,0.666,503.29,0.56,22.67,15.18,7.73,5.7,3.3
2104073,Feira Nova do Maranhão,MA,0.405,0.511,192.39,0.62,59.86,19.75,9.51,6,3.1
2104081,Fernando Falcão,MA,0.286,0.417,106.99,0.55,72.73,38.03,5.75,11.33,3.1
2104099,Formosa da Serra Negra,MA,0.459,0.485,163.15,0.63,62.31,18.49,8.1,9.9,3.7
2104107,Fortaleza dos Nogueiras,MA,0.534,0.566,27.16,0.53,38.76,15.94,8.65,10.74,3.9
2104206,Fortuna,MA,0.494,0.558,257.81,0.56,46.79,30.51,9.48,5.44,3.8
2104305,Godofredo Viana,MA,0.546,0.537,225.47,0.5,46.2,16.95,9.09,11.19,3.5
2104404,Gonçalves Dias,MA,0.445,0.542,23.32,0.59,53.83,34.75,8.86,4.78,2.9
2104503,Governador Archer,MA,0.481,0.545,237.47,0.55,47.57,31.48,9.3,7.31,3.5
2104552,Governador Edison Lobão,MA,0.552,0.589,312.56,0.46,28.48,19.63,9.52,12.64,3.5
2104602,Governador Eugênio Barros,MA,0.462,0.55,245.38,0.58,48.32,3.59,9.75,4.46,2.7
2104628,Governador Luiz Rocha,MA,0.459,0.508,188.68,0.55,52.7,30.85,9.35,4.36,3.2
2104651,Governador Newton Bello,MA,0.387,0.509,190.15,0.52,54.69,36.23,8.19,11.22,3
2104677,Governador Nunes Freire,MA,0.472,0.54,230.94,0.56,51.8,25.39,8.3,9.85,3.2
2104701,Graça Aranha,MA,0.459,0.538,227.51,0.53,46.2,3.01,8.55,8.94,3.9
2104800,Grajaú,MA,0.497,0.603,34.01,0.61,39.45,22.14,9.45,7.59,3.4
2104909,Guimarães,MA,0.592,0.535,223.14,0.56,50.94,15.79,9.84,4.28,3.4
2105005,Humberto de Campos,MA,0.455,0.443,125.91,0.64,71.22,2.36,9.46,10.55,2.7
2105104,Icatu,MA,0.472,0.475,154.09,0.59,63.72,22.13,9.75,15.39,3.6
2105153,Igarapé do Meio,MA,0.506,0.53,216.25,0.5,45.84,2.84,9.02,9.26,3.4
2105203,Igarapé Grande,MA,0.536,0.578,292.16,0.52,36.57,28.55,9.96,4.37,3.9
2105302,Imperatriz,MA,0.698,0.697,613.87,0.56,14.35,10.87,9.9,8.39,4
2105351,Itaipava do Grajaú,MA,0.419,0.456,136.77,0.55,64.21,34.13,8.82,13.75,2.7
2105401,Itapecuru Mirim,MA,0.539,0.534,221.87,0.56,49.69,27.09,9.59,6.68,3.3
2105427,Itinga do Maranhão,MA,0.545,0.601,336.91,0.52,32.08,23.48,9.42,8.68,3.5
2105450,Jatobá,MA,0.481,0.522,206.58,0.57,52.13,3.24,10.14,8.73,2.2
2105476,Jenipapo dos Vieiras,MA,0.346,0.445,127.24,0.67,70.33,34.07,6.75,4.61,3.1
2105500,João Lisboa,MA,0.573,0.585,303.91,0.44,27.23,22.32,9.35,7.75,4
2105609,Joselândia,MA,0.445,0.533,221.23,0.57,53.44,33.69,9.33,3.31,2.8
2105658,Junco do Maranhão,MA,0.443,0.55,244.54,0.52,47.05,27.16,9.08,3.18,3
2105708,Lago da Pedra,MA,0.502,0.561,263.13,0.55,43.06,30.58,9.53,6.91,3
2105807,Lago do Junco,MA,0.492,0.537,226.69,0.6,55.4,32.97,9.78,7.26,3.3
2105906,Lago Verde,MA,0.466,0.508,188.31,0.51,53.97,33.02,8.54,4.45,3
2105922,Lagoa do Mato,MA,0.475,0.525,210.29,0.52,48.76,33.04,9.52,5.64,4.1
2105948,Lago dos Rodrigues,MA,0.534,0.555,252.89,0.47,39.36,30.06,10.19,2.51,3.6
2105963,Lagoa Grande do Maranhão,MA,0.36,0.48,15.83,0.54,60.75,35.34,8.03,5.43,2.7
2105989,Lajeado Novo,MA,0.494,0.561,26.32,0.6,48.2,18.57,10.02,6.66,3.3
2106003,Lima Campos,MA,0.481,0.578,292.37,0.56,40.87,31.05,9.05,3.19,3
2106102,Loreto,MA,0.495,0.516,198.73,0.54,49.97,22.29,10.11,6.03,3.8
2106201,Luís Domingues,MA,0.512,0.541,232.06,0.6,53.38,19.44,9.13,3.14,3.5
2106300,Magalhães de Almeida,MA,0.499,0.502,181.73,0.59,57.66,30.45,9.19,11.66,3.6
2106359,Marajá do Sena,MA,0.299,0.4,96.25,0.62,78.23,39.98,6.62,16.7,2.6
2106375,Maranhãozinho,MA,0.465,0.497,176.36,0.51,54.95,27.58,8.5,11.08,4.2
2106409,Mata Roma,MA,0.494,0.483,161.49,0.57,58.31,28.48,9.4,8.3,2.8
2106607,Matões,MA,0.434,0.519,202.66,0.56,54.04,35.77,8.9,4.18,3.2
2106672,Milagres do Maranhão,MA,0.413,0.465,144.42,0.54,64.26,35.38,8.51,15.83,2.8
2106706,Mirador,MA,0.451,0.485,163.97,0.64,64.64,29.53,8.47,5.71,2.8
2106805,Mirinzal,MA,0.582,0.546,2.39,0.51,43.11,1.67,10.8,8.32,3.3
2106904,Monção,MA,0.464,0.499,17.81,0.52,55.01,27.56,8.76,4.5,2.7
2107001,Montes Altos,MA,0.486,0.534,221.57,0.56,47.9,19.77,8.64,13.15,3.5
2107100,Morros,MA,0.48,0.485,164.07,0.58,62.65,29.78,8.17,5.81,3
2107209,Nina Rodrigues,MA,0.547,0.474,152.75,0.62,66.3,28.43,8.98,7.03,3.2
2107258,Nova Colinas,MA,0.481,0.502,181.59,0.54,53.7,22.53,8.53,9.55,3.9
2107308,Nova Iorque,MA,0.489,0.558,257.61,0.53,41.97,3.08,10.08,6.08,3
2107357,Nova Olinda do Maranhão,MA,0.484,0.536,225.16,0.47,43.72,27.87,9.59,6.51,3.8
2107407,Olho d'Água das Cunhãs,MA,0.491,0.551,247.36,0.53,43.49,34.43,9.27,2.92,3.1
2107456,Olinda Nova do Maranhão,MA,0.531,0.495,173.63,0.6,60.42,25.88,9.61,8,2.9
2107506,Paço do Lumiar,MA,0.739,0.646,44.45,0.49,19.04,5.76,9.84,11.02,3.9
2107605,Palmeirândia,MA,0.492,0.488,167.06,0.57,60.2,26.15,9.49,5.15,3.8
2107704,Paraibano,MA,0.473,0.572,281.23,0.54,41.77,30.64,9.2,9.31,2.8
2107803,Parnarama,MA,0.416,0.504,18.38,0.55,54.7,35.89,8.34,8.35,3.4
2107902,Passagem Franca,MA,0.401,0.525,21.04,0.55,50.54,35.41,8.15,9.81,3
2108009,Pastos Bons,MA,0.559,0.54,230.94,0.55,47.87,24.41,10.14,5.27,3.4
2108058,Paulino Neves,MA,0.511,0.481,159.46,0.62,63.86,30.06,10.11,4.09,3
2108108,Paulo Ramos,MA,0.447,0.546,239.23,0.58,49.3,36.33,9.12,8.42,2.9
2108207,Pedreiras,MA,0.621,0.644,441.42,0.59,28.4,19.23,10.04,9.27,3.5
2108256,Pedro do Rosário,MA,0.415,0.475,1.54,0.58,64.9,28.65,8.36,5.75,3.5
2108306,Penalva,MA,0.472,0.519,201.99,0.51,48.09,2.08,8.56,6.13,3.2
2108405,Peri Mirim,MA,0.572,0.506,186.95,0.53,51.21,22.49,10.26,7.88,3.1
2108454,Peritoró,MA,0.464,0.499,178.51,0.6,61.02,36.67,9.24,15.32,2.7
2108504,Pindaré-Mirim,MA,0.592,0.568,274.84,0.51,42.06,20.06,9.83,7.92,3.7
2108603,Pinheiro,MA,0.579,0.579,292.88,0.51,36.43,1.78,9.67,5.99,3.9
2108702,Pio XII,MA,0.408,0.535,223.37,0.53,47.24,3.15,7.93,5.34,3.6
2108801,Pirapemas,MA,0.514,0.501,181.05,0.6,59.87,30.09,9.97,5.73,3.2
2108900,Poção de Pedras,MA,0.481,0.543,234.72,0.54,46.16,31.61,9.97,4.37,3.3
2109007,Porto Franco,MA,0.606,0.664,497.56,0.57,23.3,1.54,9.46,8.66,4.2
2109056,Porto Rico do Maranhão,MA,0.561,0.538,227.87,0.52,49.64,15.45,10.29,0.65,3.2
2109106,Presidente Dutra,MA,0.563,0.628,398.15,0.56,28.8,21.59,9.53,6.35,3.6
2109205,Presidente Juscelino,MA,0.532,0.452,133.03,0.61,68.31,28.34,8.53,12.96,3.5
2109239,Presidente Médici,MA,0.522,0.518,201.15,0.52,50.95,25.72,9.44,8.49,3.1
2109270,Presidente Sarney,MA,0.472,0.486,164.13,0.51,55.46,30.36,9.5,4.84,3.1
2109304,Presidente Vargas,MA,0.56,0.47,149.19,0.61,63.81,28.75,10.14,6.6,2.9
2109403,Primeira Cruz,MA,0.414,0.448,129.85,0.6,71.42,26.12,8.69,3.97,2.6
2109452,Raposa,MA,0.587,0.568,2.74,0.48,33.44,15.27,9.67,11.31,3.4
2109502,Riachão,MA,0.442,0.572,281.53,0.6,46.22,20.09,9.4,7.07,3.1
2109551,Ribamar Fiquene,MA,0.527,0.592,317.75,0.57,36.86,21.84,8.62,21.55,3.7
2109601,Rosário,MA,0.592,0.566,271.65,0.51,39.7,1.81,9.84,10.94,3.3
2109700,Sambaíba,MA,0.456,0.542,233.92,0.55,49.23,22.05,9.24,8.01,2.9
2109759,Santa Filomena do Maranhão,MA,0.435,0.461,140.76,0.58,66.16,3.15,9.56,18.67,3
2109809,Santa Helena,MA,0.471,0.531,217.94,0.5,46.24,22.82,8.53,9.45,2.7
2109908,Santa Inês,MA,0.615,0.633,411.04,0.53,24.38,17.59,10.18,8.9,3.6
2110005,Santa Luzia,MA,0.452,0.525,21.03,0.58,51.91,3.33,9.55,6.08,3.3
2110039,Santa Luzia do Paruá,MA,0.51,0.583,301.39,0.52,36.28,23.86,9.14,7.81,3.4
2110104,Santa Quitéria do Maranhão,MA,0.458,0.49,168.77,0.51,57.13,32.83,8.34,6.97,3.2
2110203,Santa Rita,MA,0.551,0.553,249.26,0.53,44.19,22.12,9.54,10.87,3.3
2110237,Santana do Maranhão,MA,0.394,0.445,127.77,0.57,70.94,34.33,8.03,15.11,3.3
2110278,Santo Amaro do Maranhão,MA,0.416,0.454,135.04,0.62,69.53,24.54,7.95,5.88,2.7
2110302,Santo Antônio dos Lopes,MA,0.465,0.547,24.02,0.57,47.84,30.57,8.51,8.43,3
2110401,São Benedito do Rio Preto,MA,0.452,0.468,147.34,0.62,66.57,31.01,8.91,6.43,2.7
2110500,São Bento,MA,0.545,0.525,210.47,0.55,52.46,19.71,9.04,11.32,3.4
2110609,São Bernardo,MA,0.479,0.514,196.57,0.59,55.34,29.24,8.96,8.04,3.3
2110658,São Domingos do Azeitão,MA,0.486,0.576,288.68,0.69,52.93,29.99,6.97,9.33,3.5
2110708,São Domingos do Maranhão,MA,0.504,0.549,243.74,0.6,49.91,27.83,9.6,4.64,3.1
2110807,São Félix de Balsas,MA,0.43,0.517,199.47,0.57,55.13,29.59,8.25,6.31,3.3
2110856,São Francisco do Brejão,MA,0.479,0.556,253.78,0.51,39.42,26.65,9.12,7.46,3
2110906,São Francisco do Maranhão,MA,0.4,0.503,182.63,0.57,54.8,36.08,8.61,2.59,2.8
2111003,São João Batista,MA,0.577,0.493,171.53,0.63,61.22,22.03,9.76,10.85,3.1
2111029,São João do Carú,MA,0.397,0.487,165.38,0.53,56.58,34.87,7.91,5.99,3.6
2111052,São João do Paraíso,MA,0.542,0.554,251.04,0.53,43.8,21.15,9.37,3.17,2.9
2111078,São João do Soter,MA,0.401,0.486,16.51,0.52,59.16,39.71,8.72,3.86,2.6
2111102,São João dos Patos,MA,0.522,0.613,362.47,0.56,32.44,24.13,8.79,6.72,3.6
2111201,São José de Ribamar,MA,0.7,0.642,43.54,0.51,20.24,67,10.21,12.32,3.8
2111250,São José dos Basílios,MA,0.48,0.501,180.77,0.55,54.45,32.47,9.21,4.37,2.8
2111300,São Luís,MA,0.752,0.741,805.36,0.61,13.81,4.65,9.84,12.48,3.9
2111409,São Luís Gonzaga do Maranhão,MA,0.438,0.503,182.83,0.55,55.21,35.51,8.56,4.05,3.5
2111508,São Mateus do Maranhão,MA,0.515,0.627,396.29,0.68,42.03,31.39,9.58,12.89,2.9
2111573,São Pedro dos Crentes,MA,0.524,0.558,257.76,0.51,40.81,1.91,9.85,4.24,3.2
2111607,São Raimundo das Mangabeiras,MA,0.521,0.583,301.25,0.55,38.95,20.24,9.38,8.89,3.5
2111631,São Raimundo do Doca Bezerra,MA,0.41,0.478,15.64,0.54,58.8,38.05,8.39,3.01,2.7
2111706,São Vicente Ferrer,MA,0.541,0.504,184.71,0.62,57.66,26.28,8.82,5.11,3
2111722,Satubinha,MA,0.369,0.45,131.73,0.58,69.89,30.35,7.71,2.35,3.3
2111748,Senador Alexandre Costa,MA,0.435,0.52,203.17,0.51,47.2,34.08,7.99,5.49,2.7
2111763,Senador La Rocque,MA,0.515,0.57,277.19,0.53,40.06,29.58,9.03,8.06,3.4
2111789,Serrano do Maranhão,MA,0.433,0.44,123.44,0.59,71.98,32.56,8.89,6.02,2.8
2111805,Sítio Novo,MA,0.456,0.509,190.06,0.59,58.69,20.95,7.92,2.35,3.1
2111904,Sucupira do Norte,MA,0.505,0.526,210.88,0.59,56.71,25.86,9.46,6.48,3.2
2111953,Sucupira do Riachão,MA,0.447,0.538,226.96,0.51,44.48,32.99,9.29,2.7,2.6
2112001,Tasso Fragoso,MA,0.491,0.562,264.76,0.58,43.65,1.78,9.53,7.31,2.9
2112100,Timbiras,MA,0.427,0.498,177.46,0.62,62.89,37.82,8.57,5.78,3.3
2112209,Timon,MA,0.579,0.614,365.26,0.5,25.6,17.26,9.46,8.08,3.4
2112233,Trizidela do Vale,MA,0.534,0.565,269.74,0.46,33.33,24.81,9.69,5.37,3.7
2112274,Tufilândia,MA,0.481,0.502,181.75,0.48,50.52,34.12,9.47,8.7,3.6
2112308,Tuntum,MA,0.483,0.534,221.27,0.57,51.89,29.84,9.06,6.53,3.1
2112407,Turiaçu,MA,0.461,0.493,17.15,0.59,59.12,24.84,8.65,8.76,3.1
2112456,Turilândia,MA,0.402,0.495,174.09,0.52,57.75,30.36,7.09,6.93,2.6
2112506,Tutóia,MA,0.451,0.543,235.35,0.56,48.27,28.94,9.02,4.34,3.3
2112605,Urbano Santos,MA,0.522,0.506,186.07,0.6,58.13,30,9.71,7.22,2.7
2112704,Vargem Grande,MA,0.425,0.487,165.37,0.59,63.72,32.02,7.77,12.95,3.5
2112803,Viana,MA,0.548,0.567,272.76,0.57,44.43,17.79,8.92,5.81,3.1
2112852,Vila Nova dos Martírios,MA,0.491,0.555,252.89,0.45,36.31,28.17,8.33,10.04,3.1
2112902,Vitória do Mearim,MA,0.534,0.54,230.76,0.56,48.81,25.05,10.22,5.73,3.4
2113009,Vitorino Freire,MA,0.477,0.563,265.69,0.57,44.92,32.75,9.57,4.88,3.2
2114007,Zé Doca,MA,0.505,0.559,259.21,0.52,41.2,24.21,9.59,7.1,3.4
2200103,Agricolândia,PI,0.526,0.55,245.68,0.49,41.1,27.47,9.98,4.08,4.1
2200202,Água Branca,PI,0.569,0.6,335.63,0.49,30.26,24.14,9.67,6.5,4.1
2200277,Alegrete do Piauí,PI,0.475,0.564,268.12,0.5,39.16,35.26,8.69,15.84,4.2
2200301,Alto Longá,PI,0.47,0.567,272.28,0.58,43.49,32.83,8.22,5.32,3.5
2200400,Altos,PI,0.512,0.59,314.48,0.55,36.67,26.04,9.35,6.83,3.8
2200459,Alvorada do Gurguéia,PI,0.496,0.52,203.23,0.6,56.77,2.58,9.14,10.91,3.3
2200509,Amarante,PI,0.497,0.574,284.71,0.53,38.76,27.95,9.08,5.16,3
2200608,Angical do Piauí,PI,0.555,0.61,356.17,0.6,35.52,24.89,9.81,7.51,3.8
2200707,Anísio de Abreu,PI,0.512,0.534,221.91,0.52,48.41,29.18,9.11,8.21,3.2
2200806,Antônio Almeida,PI,0.527,0.579,293.53,0.51,33.76,2.48,10.34,13.19,3.4
2200905,Aroazes,PI,0.468,0.563,265.91,0.52,43.99,30.77,8.9,11.67,3.6
2201002,Arraial,PI,0.449,0.514,195.46,0.55,52.58,31.52,8.49,6.41,3.4
2201051,Assunção do Piauí,PI,0.382,0.462,141.79,0.57,63.17,39.32,8.31,25.79,2.9
2201101,Avelino Lopes,PI,0.442,0.532,218.97,0.56,50.65,23.12,8.75,13.81,3.3
2201150,Baixa Grande do Ribeiro,PI,0.446,0.537,225.94,0.56,47.37,20.62,7.88,15.44,3.3
2201176,Barra D'Alcântara,PI,0.471,0.526,211.18,0.51,47.56,31.12,9.25,9.49,3.1
2201200,Barras,PI,0.485,0.558,257.99,0.51,38.78,32.16,8.56,4.77,4.5
2201408,Barro Duro,PI,0.514,0.611,359.06,0.51,29.64,27.69,9.66,7.82,3.1
2201507,Batalha,PI,0.398,0.54,230.66,0.54,46.11,35.73,8.6,5.49,3.6
2201556,Bela Vista do Piauí,PI,0.519,0.52,203.61,0.59,53.46,22.61,10.21,6.65,3.3
2201572,Belém do Piauí,PI,0.448,0.537,226.26,0.53,43.41,36.69,9.39,8.08,3.9
2201606,Beneditinos,PI,0.394,0.561,263.09,0.55,46.15,32.71,8.3,2.45,4.2
2201705,Bertolínia,PI,0.507,0.596,325.94,0.53,32.82,24.93,10.09,12.29,4.4
2201739,Betânia do Piauí,PI,0.342,0.486,164.69,0.54,62.59,38.63,9.15,4.71,3.5
2201770,Boa Hora,PI,0.46,0.534,221.27,0.51,48.93,37.91,9.21,5.13,3
2201804,Bocaina,PI,0.532,0.614,366.07,0.58,34.28,22.86,10.07,7.65,4
2201903,Bom Jesus,PI,0.562,0.665,501.14,0.62,31.29,18.17,8.7,7.22,3.6
2201919,Bom Princípio do Piauí,PI,0.372,0.526,211.44,0.57,56.16,34.36,7.89,2.71,2.4
2201929,Bonfim do Piauí,PI,0.415,0.542,233.05,0.45,40.59,33.23,8.95,4.55,2.4
2201945,Boqueirão do Piauí,PI,0.434,0.555,25.34,0.5,40.01,3.28,9.55,8.51,3.4
2201960,Brasileira,PI,0.446,0.572,281.71,0.48,33.7,36.63,9.16,4.34,3.9
2201988,Brejo do Piauí,PI,0.354,0.531,218.15,0.52,49.09,38.08,8.21,7.44,3
2202000,Buriti dos Lopes,PI,0.452,0.544,236.13,0.54,48.71,29.63,8.84,9.27,3.5
2202026,Buriti dos Montes,PI,0.46,0.527,212.72,0.57,54.09,32.29,8.78,5.61,4.6
2202059,Cabeceiras do Piauí,PI,0.476,0.54,229.86,0.53,46.24,33.63,10.01,5.72,4.3
2202075,Cajazeiras do Piauí,PI,0.449,0.525,210.45,0.49,45.69,30.61,8.14,11.73,3.9
2202083,Cajueiro da Praia,PI,0.4,0.551,246.88,0.63,53.52,32.67,8.89,6.34,3.2
2202109,Campinas do Piauí,PI,0.397,0.524,2.09,0.55,52.21,27.68,7.99,3.58,3
2202117,Campo Alegre do Fidalgo,PI,0.385,0.528,213.61,0.65,60.3,32.83,8.49,41.93,2.1
2202133,Campo Grande do Piauí,PI,0.446,0.545,237.66,0.48,42.89,36.39,9.11,7.24,4.1
2202174,Campo Largo do Piauí,PI,0.401,0.479,158.02,0.54,61.88,38.09,7.94,2.86,2.9
2202208,Campo Maior,PI,0.566,0.629,401.74,0.53,26.73,22.12,9.69,8.64,4.2
2202307,Canto do Buriti,PI,0.462,0.571,279.71,0.52,39.77,29.69,8.14,10.45,3.4
2202406,Capitão de Campos,PI,0.465,0.552,248.79,0.51,41.95,31.42,8.94,4.41,3.8
2202455,Capitão Gervásio Oliveira,PI,0.464,0.503,182.53,0.56,54.85,31.92,8.6,5.3,3
2202505,Caracol,PI,0.409,0.533,221.08,0.62,53.68,35.34,7.4,10.17,3.1
2202539,Caraúbas do Piauí,PI,0.347,0.48,158.13,0.58,62.44,43.83,6.86,2.96,3.5
2202554,Caridade do Piauí,PI,0.426,0.52,203.34,0.53,49.1,32.22,8.55,9.67,2.9
2202604,Castelo do Piauí,PI,0.473,0.566,270.82,0.48,37.2,28.55,8.82,7.72,4.9
2202653,Caxingó,PI,0.329,0.498,177.35,0.52,56.8,43.76,7.68,5,3.8
2202703,Cocal,PI,0.334,0.516,198.58,0.56,55.61,35.77,7.56,5.36,3.2
2202711,Cocal de Telha,PI,0.399,0.55,245.15,0.51,40.86,3.34,8.41,11.87,3.8
2202729,Cocal dos Alves,PI,0.315,0.504,183.59,0.59,57.95,36.12,6.25,2.88,4.2
2202737,Coivaras,PI,0.453,0.543,234.94,0.48,41.27,31.74,8.56,4.31,3.8
2202752,Colônia do Gurguéia,PI,0.55,0.578,291.37,0.49,33.09,22.03,10.62,7.92,4.4
2202778,Colônia do Piauí,PI,0.462,0.57,277.73,0.51,38.35,34.89,9.09,3.26,3.4
2202802,Conceição do Canindé,PI,0.482,0.559,258.93,0.53,40.31,30.16,9.99,4.22,4.3
2202851,Coronel José Dias,PI,0.433,0.518,200.41,0.57,51.52,32.45,7.93,9.67,3.4
2202901,Corrente,PI,0.54,0.62,378.39,0.6,40.16,18.82,8.65,9.62,3.2
2203008,Cristalândia do Piauí,PI,0.469,0.521,204.49,0.61,58.48,25.81,7.76,7.08,3.4
2203107,Cristino Castro,PI,0.434,0.586,307.32,0.59,40.6,24.86,8.45,5.33,3.7
